ID,Query,Job Title,Description
3415,Machine Learning,Machine Learning Sr. Software Engineer,"About the Role We operate in small startup-sized teams. Our product roadmap is ambitious. This requires us to move quickly and work closely with product and design staff. As a Machine Learning Senior Software Engineer, you will have an impact across many of our products. You will work on building, training, and improving models to solve real-world problems at scale. You will apply both leading practices and common-sense implementations of machine learning capabilities. Your role will lead the development of Sysco LABS' machine learning capabilities. We are looking for someone with: A graduate degree in computer science, applied mathematics, AI, ML (or equivalent experience) Industry experience building machine learning models that solve real-world problems with large datasets Experience with modern mapping and traffic management technologies Fluency in data engineering and manipulation (SQL, Spark, Pandas). Strong programming skills in Python Strong understanding of ML tools and libraries and which to use for a given problem Interest in transportation, and logistics efficiency Bonus Points: Publications in Mathematics, ML, AI Deep experience in the AWS ecosystem Experience with optimization problems Experience in logistics/transportation industry Experience with data visualizations Perks at Sysco LABS: Great work environment! Fully stocked fridge and kitchen. Catered lunch once a week. Competitive salary Excellent health benefits and company 401(k) program Snazzy office located in Austin’s Domain area At Sysco LABS you will be part of a team that values trust, learning, and working together to solve problems. Your efforts will help to build groundbreaking experiences for our customers. Come join us! We embrace diversity and equal opportunity in a serious way. We are committed to building a team that represents a variety of backgrounds, perspectives, and skills. The more inclusive we are, the better our work will be."
3416,Machine Learning,Machine Learning Research Scientist,"We live in a moment of remarkable change and opportunity that is cognitive computing. The convergence of data and technology is transforming industries, society and the workplace. CognitiveScale is looking for talent to drive market success by building cognitive business solutions. Our team integrates ML and NLP expertise with enterprise software to deliver innovative ML/AI solutions. This position is specifically for experts in the areas of data science, machine learning and statistics. We work in a dynamic environment where, depending on the complexity of the problem, we either use ML and NLP libraries from the public domain in a very heterogeneous set of platforms including Python, C/C++, and Scala, or design our own algorithms, adding to our core capabilities. These ML and NLP algorithms can require special attention to scale, careful utilization of data sparsity to promote faster execution, and deployment to cloud instances. Our task is to manage this complexity with quality engineering. Required Qualifications Stellar background in statistical machine learning and data mining, in areas including but not limited to: online learning, nonlinear optimization, high-dimensional data clustering, classification, regression, ranking, probabilistic graphical models, and deep learning. PhD degree in AI, ML, statistical NLP or related technical fields. 10+ years of hands-on experience working in data science and/or machine learning. Practical experience building, testing and deploying ML models at scale. Experience with one or more of the programming languages and machine learning tools (Python, R, Julia, C/C++, Scala). Strong publication history in top-tier journals and conferences (e.g., Machine Learning Journal, DMKD, KAIS, ICML, KDD, ACL, NIPS, ECML, NAACL, IJCAI, AAAI). Strong interpersonal and communication skills and must be able to explain technical concepts and analysis implications clearly to a wide audience, including senior executives, and be able to translate business objectives into action. Experience with deep learning tools and packages (Caffe, PyTorch, Tensorflow). A clear passion for learning emerging technologies independently and continuously. Preferred Qualifications Familiarity with models like LSTM, CNN, GCN, attention mechanism, GAN, VAE Experience with distributed training of deep models In-depth knowledge of probabilistic modeling and inference. Familiarity with models like Bayesian networks, undirected graphical models, implicit generative models and techniques like variational inference, MCMC sampling, large scale variational inference, stochastic gradient MCMC techniques is preferred. Knowledge of techniques like linear programming, convex optimization, cutting plane methods, momentum methods, stochastic gradient descent, alternating direction method of multipliers. In-depth knowledge of scalable inference in both directed and undirected graphical models should be very useful, given our heavy use of probabilistic graphical models to handle sparse, multi-relational and temporal data with complex interactions. Considerations We understand that you cannot be an expert in everything. Furthermore, the technologies we are using today are by no means a static set. Given the required qualifications, we are looking for candidates who are driven and curious. Search Firm Representatives Please Read Carefully: CognitiveScale is not accepting unsolicited assistance from search firms for this employment opportunity. Please: no phone calls or emails. All resumes submitted by search firms to any employee at CognitiveScale via email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of CognitiveScale. No fee will be paid in the event the candidate is hired by CognitiveScale as a result of the referral or through other means."
3417,Machine Learning, IOT Solutions Architect for Machine Learning and AI,"NXP Semiconductors enables secure connections and infrastructure for a smarter world, advancing solutions that make lives easier, better and safer. As the world leader in secure connectivity solutions for embedded applications, we are driving innovation in the secure connected vehicle, end-to-end security & privacy and smart connected solutions markets. Business Unit Description NXP’s Security & Connectivity business unit offers best-in-class security, contactless performance and the most complete solutions to produce unmatched mobile and Internet of Things (IoT) solutions. Job Summary The IoT and Security Solutions Organization is a fast-moving team of application area experts focused on bringing complete solutions to our customers, enabling them to significantly reduce development time and risk, and speed their time to money. The IoT segment architect will define next generation IoT solutions focused on edge computing, machine learning, advanced UI (voice and vision), and artificial intelligence. Work within IoT segment of IoT and Security Solutions team to define integrated solutions (hardware and software) addressing IoT Edge Compute requirements Translate customer / market connectivity requirements into technical definitions Work with Solution Integrators to develop proof of concepts and R&D; teams to productize solutions Work closely with external partners and customers, as well as across business line R&D; teams Job Qualifications Deep technical knowledge of edge compute capabilities, both hardware and software Experience in one or more: voice, vision, machine learning, artificial intelligence. Must have 10+ years of related experience BSEE, MSEE preferred Experience creating and documenting technical specifications for hardware and software, including bare metal, embedded RTOS, and Linux systems Understanding of technical product development processes and tools Demonstrated ability to successfully develop and bring new products to market Flexible thinker with track record of innovation Entrepreneurial spirit – fast moving, calculated risk taker Strong communication skills, both written and spoken NXP is an Equal Opportunity/Affirmative Action Employer regardless of age, color, national origin, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, marital status, status as a disabled veteran and/or veteran of the Vietnam Era or any other characteristic protected by federal, state or local law. In addition, NXP will provide reasonable accommodations for otherwise qualified disabled individuals."
3418,Machine Learning,Research Scientist (Computer Architecture for Machine Learning),"We are now looking for a Research Scientist with a focus in Computer Architecture for Machine Learning: NVIDIA is seeking extraordinary hardware and architecture researchers to contribute to the development of future state of the art high-performance and mobile computing systems, with an emphasis on architectures for computer vision & machine learning algorithms. We are looking for candidates that have a consistent track record of research excellence; systems-building experience; a broad perspective across the field of computer architecture; and depth in data parallel architectures and computer vision or machine learning. NVIDIA has pioneered programmable GPUs and the CUDA language, and is a world leader in high-performance and mobile computing technology, with aggressive plans for future processors. This position offers the opportunity to have a real impact in a dynamic, technology-focused company. What you'll be doing: You'll develop creative architectures to address the emerging demands of computer vision and machine learning algorithms. Understand and analyze the interplay between hardware, software, and media processing algorithms. Collaborate with a diverse set of teams across the company, spanning software, research, engineering, and product groups. Publish original research and speak at conferences and events. What we need to see: Ph.D. in CE/CS/EE with a strong background in computer architecture, VLSI, parallel processing, and/or HPC. A strong publication, patent and research collaboration history is a huge advantage. Expertise in computer vision or machine learning algorithms. Experience with experimental computer architecture development and evaluation. Experience with C, C++, and scripting languages. Strong communication skills needed. Being a creative and dynamic presenter is a big advantage. NVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most brilliant and talented people in the world working for us. If you're creative, autonomous and love a challenge, we want to hear from you! NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression , sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law. deeplearning"
3419,Machine Learning," Director, People Finance","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. Facebook is seeking to fill the position of Director - People Finance. The successful candidate will be a thought leader with a proven record of leading a global team and delivering scalable, employee-enabling services such as payroll, travel, corporate cards and expense reporting. In this newly created role, the Director will bring together our global team members, build multiple teams and set a vision to scale our people, process and technology to support Facebook's continued employee growth. Reporting to the Chief Accounting Officer (CAO), this is a high impact role with significant leadership accountability and key partners in our Global Talent, Enterprise Engineering (IT) and Tax organizations. Success in this role involves an ability to think big and execute nimbly in order to transform our employee experience with compliance, security and accurate reporting. The successful candidate will be equally comfortable delivering on operations goals and process transformation. This full-time position will be located in Austin, TX and will require global travel. RESPONSIBILITIES Build and develop our new Global People Finance team with an integrated vision to enable our employees to support Facebook's mission with secure, accurate and compliant service offerings in payroll, travel, corporate cards and expense reporting Partner with our Employment Tax, Employment Law, Stock Administration and Global Talent organizations to ensure compliant and accurate reporting, and support global payroll tax and other audits, SOX controls, special programs, mobility programs, GDPR and other jurisdictional requirements in every country in which we operate Accelerate scale through automation and the introduction of advanced finance technologies, continuous monitoring and quality assurance in partnership with our HRIT and Enterprise Engineering (IT) teams Develop strong client and stakeholder relationships, implement effective communication programs and transform our global employee support model Grow the existing global team and oversee continuous evaluation of our outsourcing partners, vendor talent location and technology investments MINIMUM QUALIFICATIONS Bachelors degree in Accounting, Finance or related discipline 15+ years of multi-disciplinary, global experience including payroll, shared services, outsourcing, vendor management, travel, customer and/or employee services Experience operating and scaling employee services transformation, shared services, project management, systems implementation, acquisition integration and demonstrated deployment of advanced digital finance technologies such as analytics, machine learning, robotic process automation, etc. Experience working and collaborating in a cross-functional global environment Leadership experience aligning visions, goals and resources and delivering results Communication experience and experience in iterative process and technology development and project deployment"
3420,Machine Learning," Price Strategist, Customer Support","Revionics, the leading provider of SaaS-based pricing, promotion, and markdown solutions, is seeking a Price Strategist to help our clients use the Revionics product suite. You will work with a set of named accounts to answer questions about the software, train new client team members, educate and advise clients on new features, troubleshoot issues with the Revionics product suite, and provide yearly value measurement presentations to the client’s executive suite. Who you are: You are an individual who understands that the most exciting and creative aspects of retail is determining what price to sell your products You know how to apply the science with the tools to produce and influence superb results You are a collaborative individual who can partner with our science, product management, engineering, systems engineering, and implementation teams to ensure seamless support for our clients You are an enthusiastic coach for our executive clients, pricing teams, and merchants on use of our tool and best practices You respond to customer and business escalations with a sense of urgency and a high degree of follow through What you Have/Can Do as a Minimum: Bachelor’s Degree Strong proficiency in Microsoft Office (Excel, Word, and PowerPoint) Familiarity with retail software packages Three to five years of experience in pricing, optimization, and pricing optimization solutions Strong written and verbal communication skills Demonstrated experience interacting with executive leadership within customer organizations Ability to travel up to 15% What you can Do to Stand Out: MBA Familiarity with statistical concepts such as normal curves, confidence intervals, statistical significant, bias, thresholds, forecast accuracy, sensitivity analysis, and mean average percent error. Experience with Revionics solutions Experience supporting SaaS products Experience with SQL Experience with business intelligence tools, such as Tableau or Cognos Who We Are: Predictive. Prescriptive. Profitable Retailing. We provide SaaS-based pricing, promotion, markdown and space solutions. Retailers in all segments across the world adopt our self-funding model to improve top-line sales, demand, and margin. Our customers gain that competitive edge and improve their value proposition while outmaneuvering competitor price aggressiveness. During the days of first-generation price optimization solutions, at a time where science in retail was viewed as voodoo, our founder Jeff Smith nurtured the concept that there could be a better way. He went on to form Revionics around that new-generation vision, and to this day we remain committed to his goal: To help retail businesses and everyday users solve complex pricing challenges leveraging the latest machine learning science with a completely transparent process, usable in an intuitive way that fits into retailers’ normal business flows. Our company success is based on our 4 foundational pillars: A SaaS-based architecture for fast ROI Productized, transparent science Machine Learning algorithms that continue to evolve with changing market conditions and shopper behaviors for built-in future proofing A supportive culture focusing on both our people and customers’ well-being. Our Core Values: Integrity: Be honest, dependable and complete Transparency: Anticipate questions and give clear, usable answers. Continuous Improvement: Be relentless about improvement – for ourselves and our customers Curiosity: Shine lights in dark corners; seek to ensure we know what we don’t know Accountability: Own the problem and the solution Dedication: Don’t stop until the numbers are right and systems are up Humility: Put the spotlight on our customers, not ourselves"
3421,Machine Learning," Director, Pages Integrity","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. Facebook is seeking a leader to manage our Pages Integrity team within the Business Integrity Organization. Business Integrity's mission is to ensure safe and trusted connections between people, businesses, and Facebook. Our team works together to anticipate and predict potential threats to our platform, design and build tools to protect against these threats, and then implement and enforce these systems at scale. We leverage data analysis, machine learning and a robust infrastructure to review the quality of promoted content on our platform. We partner closely with several cross-functional teams, including product, engineering, and data science, to ensure high quality and safe experiences for both people and businesses across the Facebook family of apps. This person will build a team that will develop, implement, and iterate on the operational strategy needed to ensure the integrity of our Pages ecosystem. Candidates will be data-driven, collaborative, and comfortable in a fast-paced environment. This leader will be expected to think creatively about nebulous issues and solve complex problems impacting our business. This person will be a strong people leader who can demonstrate a sustained ability to hire and develop strong talent. They will also be able to work successfully across teams and countries. This role is based in Austin or Menlo Park and reports to the Global Business Integrity Director. RESPONSIBILITIES Shape strategy and operations of our Pages Integrity team, identify and assess risks and opportunities, develop review workflows to minimize and manage risk, to ensure trust and safety on our platforms Develop and drive operations to enable and maintain quality in the ecosystem, across multiple teams, ensuring timely and thoughtful response, and scalable processes Develop in partnership with multiple functions in multiple geographies, principles for Page policy development and enforcement, and decisions Use insights gleaned from investigations and other inputs to proactively mitigate risk to advertisers and users and to inform and improve operations and execution Interface and consult regularly with cross-functional groups and leaders both internally and externally Develop domain expertise across Business Integrity, informed by trends in business and technology including knowledge of current/potential Facebook business models and customer needs Build and manage a team with domain expertise and agility Develop, coach, mentor, and ensure high performance without burnout MINIMUM QUALIFICATIONS Bachelor's degree in an analytical field (such as Computer Science, Engineering, Mathematics, Statistics, Economics, Finance, or similar) 12+ years of experience in strategic and operational roles, within the online advertising domain or related space Experience working with global teams and customers PREFERRED QUALIFICATIONS 10+ years management experience in a role involving policy, strategy or operations Experience managing with ambiguity and principles in a high-pressure environment Ability to work with people at all levels both inside and outside of Facebook"
3422,Machine Learning, Analyst - BizOps,"RetailMeNot is looking for a full-time Business Analyst to join us at our headquarters located in the heart of sunny, downtown Austin. Do you have a real passion for solving complex technical problems at scale? Enjoy constantly learning and implementing new technologies? Love telling cool stories from data and getting significant results? Then read on! Our Business Analytics team is built from experts in statistical analysis and data lifecycle. We take pride in our dynamic and fun environment in which we constantly learn from each other to develop our skills. As part of the team, you will uncover insights from rich and powerful big-data. You will work with teams across RMN to develop critical metrics and rich data visualizations, lead analytical projects and provide ad-hoc reporting - all while being mentored by a team of great technical talent. In this role, you will unearth trends and shifts in user behavior with our rich internal data and disseminate these trends within the company and beyond. You will also advocate the RMN brand by delivering new, exciting, and relevant trends to consumers. Who You Are: 2+ years of relevant experience in a data science, business analytics, business intelligence or comparable data engineering role, including data warehousing and business intelligence tools, techniques and technology. Exposure to ad agencies or advertising a plus B.S. in math, statistics, computer science or equivalent technical or analytic field. Experience in data mining structured and unstructured data (SQL, ETL, data warehouse, RDS, RedShift, Oracle, etc.) in a business environment with large-scale, complex data sets. Ability to dive deep on data analysis or technical issues to identify effective solutions. Knowledge of SQL to write complete, optimized queries across large volumes of data. Demonstrated ability to frame complex analytical problems, pull data and extract insights that led to tangible results (revenue, seller launches, new product features, etc.). Enjoy speaking, writing, and presenting, as well as the ability to evangelize your findings. Summarize key insights for technical and non-technical audiences. Experience communicating with senior management (VP-level decision-makers) as well as with colleagues from computer science, machine learning and business backgrounds. What You'll Do: Develop interactive dashboards and reports using relational databases, Tableau and Excel to educate decision-makers at all levels of the business Distill actionable insights from over 1PB of data to uncover new revenue opportunities and drive the product roadmap forward Develop and share new data products for expedited downstream analysis and application Solve complex business problems through building statistical models from data and metadata Participate in strategic and tactical planning discussions, collaborate with business customers, gathering requirements and delivering complete reporting solutions Use data to equip client-facing teams with insights for client conversations Help us find opportunities in both established and greenfield reporting including RMN’s newest key product: advertising Who We Are: We value diverse perspectives and believe this translates into stronger products and a better workplace We have an open, casual, fun and upbeat environment where you are given a lot of responsibility and the freedom to make a huge impact We have lots of intelligent people to work with and learn from We have a great open vacation policy We'll provide you with food, food, and more food We believe in giving prizes, bonuses, and recognition for doing what you love Rewards We offer an opportunity to be an integral part of a company that eagerly pursues disruption in its space to continue to drive innovation and lead the competition. Benefits of being an employee of RetailMeNot, Inc. include, but are not limited to the following: Competitive base & bonus packages; salary negotiable Long Term Incentive Plan Performance based rewards & recognition for your hard work and service Very competitive benefits packages, including best-in-class parental leave Open & flexible PTO Cell phone & gym membership reimbursements Fully stocked break room & onsite catered breakfasts & lunches multiple days/week About Us RetailMeNot, Inc. is a leading digital savings destination connecting consumers with retailers, restaurants and brands, both online and in-store. The company enables consumers across the globe to find hundreds of thousands of digital offers to save money while they shop or dine out. U.S. Equal Employment Opportunity/Affirmative Action Information Individuals seeking employment at RetailMeNot, Inc. are considered without regards to race, color, religion, national origin, age, sex, marital status, ancestry, physical or mental disability, veteran status, or sexual orientation. You are being given the opportunity to provide the following information in order to help us align with federal and state Equal Employment Opportunity/Affirmative Action record keeping, reporting, and other legal requirements."
3423,Machine Learning,Research Associate,"Purpose The Research Associate position in the Data Management and Statistics (DMS) area at TACC will contribute to research, development, and support activities involving data mining and machine learning technologies and the interfaces by which users can transparently harness these techniques and technologies. Essential Functions Responsible for assignments that require the technical knowledge to modify or adapt routine procedures under the direction of a supervisor, to meet special research requirements for data projects hosted at TACC. Working with data providers, consumers, systems experts, and staff to design, develop, deploy, and support scalable high performance machine learning application and systems at TACC. Prepare user documentation and guides to support the usage and operations of data analysis tools and APIs supported and/or developed at TACC. Assists fellow research associates, research scientists, engineers, or faculty members with specific phases of research projects. Explore and understand new techniques and technologies related to support high performance scaleable data analysis. Assist with creating research and system proposals to support work done at TACC and with research partners of TACC. Train and teach the capabilities and potential usages of machine learning techniques in a wide array of research domains and levels of computational abilities. Other related functions as assigned by manager and leadership team. Marginal/Incidental functions Other related functions as assigned. Required qualifications Ph.D. in Data Science, Computer Science, Statistics, or other related research field with a strong background in machine learning and data analytics. Experience implementing and supporting a machine learning and data analytics applications or workflows. Good programing skill with either Java or Python progamming language. The ability to learn, adapt, and teach new technologies to enable new capabilities or improve on existing ones. Experience collaborating with a team of domain and technology experts implementing solutions based on machine learning and natural language processing techniques. Excellent written and verbal communications skills. Equivalent combination of relevant education and experience may be substituted as appropriate. Preferred Qualifications One or more of the following qualifications are strongly desired but not required to apply. Two or more years experience in developing and implementing machine learning algorithm applications in an academic research environment. Two or more years working experiences with high performance computing resources and data centers. Practical experiences with teaching, deploy and using at least one of common deep learning frameworks such as Caffe, Tensorflow, deeplearning4j, Torch. Experience developing applications in large parallel environments using tools such as Hadoop, Hbase and SparkML. Excellent problem solving and strategic thinking skills. Familiar with stadarnd parallel computing tools and interface, such as MPI. Recent peer-reviewed publications in computer science fields relevant to machine learning, big data analysis or high performance computing. Working conditions May work around standard office conditions May work around electrical and mechanical hazards Repetitive use of a keyboard at a workstation A criminal history background check will be required for finalist(s) under consideration for this position. The retirement plan for this position is Teacher Retirement System of Texas (TRS), subject to the position being at least 20 hours per week and at least 135 days in length. This position has the option to elect the Optional Retirement Program (ORP) instead of TRS, subject to the position being 40 hours per week and at least 135 days in length. The University of Texas at Austin, as an equal opportunity/affirmative action employer, complies with all applicable federal and state laws regarding nondiscrimination and affirmative action. The University is committed to a policy of equal opportunity for all persons and does not discriminate on the basis of race, color, national origin, age, marital status, sex, sexual orientation, gender identity, gender expression, disability, religion, or veteran status in employment, educational programs and activities, and admissions. If hired, you will be required to complete the federal Employment Eligibility Verification form, I-9. You will be required to present acceptable, original documents to prove your identity and authorization to work in the United States. Information from the documents will be submitted to the federal E-Verify system for verification. Documents must be presented no later than the third day of employment. Failure to do so will result in dismissal. UT Austin is a Tobacco-free Campus"
3424,Machine Learning," Business Integrity Associate, Technical","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started. Business Integrity's mission is to ensure safe and trusted connections between people, businesses, and Facebook. Our team works together to anticipate and predict potential threats to our platform, design and build tools to protect against these threats, and then implement and enforce these systems at scale. We leverage data analysis, machine learning and a robust infrastructure to review the quality of promoted content on our platform. We partner closely with several cross-functional teams, including product, engineering, and data science, to ensure high quality and safe experiences for both people and businesses across the Facebook family of apps. Successful candidates for this team are adaptable, creative, have a bias toward action, aren't afraid of being wrong, and can successfully work across various teams & countries. Opportunities are available in Austin, TX. RESPONSIBILITIES Develop compelling analyses to execute data-informed initiatives that help improve our support channels, improve the quality of our ad products and drive great service Apply expertise in quantitative analysis, data mining, and data visualization to see beyond the numbers and pull insights to help identify trends & opportunities to drive growth of our product & business Be a thought leader for data-informed initiatives and guide the team’s direction overall Conduct in-depth investigations leveraging large and complex data sets Partner with Data Science, Product and Engineering teams to solve problems at scale Inform, influence, and execute new strategies and tactics using analysis and impact metrics to support your positions MINIMUM QUALIFICATIONS BA/BS in Computer Science, Engineering, Math/Finance, Physics, Economics, Statistics or other technical disciplines with experience in a quantitative field Experience with SQL Experience with reporting systems and data pipeline architecture Experience leveraging data to make decisions and solve problems Experience resolving, communicating, and presenting issues & insights to both technical and non-technical audiences Critical thinking and problem-solving experience Experience assessing, analyzing and resolving issues PREFERRED QUALIFICATIONS Experience working and communicating with global teams Experience with statistical analysis, and a statistical package such as R, MATLAB, SPSS, SAS, or Stata Development experience in at least one scripting language (PHP, Python, Perl) Advanced technical degree Experience working with or in support of diverse communities"
3425,Machine Learning,Patent Agent,"Austin, Texas Job Description Pillsbury’s Intellectual Property group is seeking a Patent Agent to support the practice. Primary responsibilities of the position include developing and implementing patent filing strategies, conducting interviews with clients to obtain invention disclosures, preparing patent applications under the supervision of a patent attorney, analyzing office actions and preparing responses under the supervision of a patent attorney, conducting interviews with Patent Office examiners and other patent prosecution-related activity, assisting in formulating and preparing infringement and validity opinions, working on patent post-grant proceedings, assisting in patent and other litigation, and supporting intellectual property licensing and other transactions. Additional duties include writing scientific and technical documents in clear concise English; effectively managing a docket with multiple clients and deadlines; conducting legal and technical research and analysis using all available resources in support of various patent-related matters; working closely with attorneys, other agents, and staff to research the invention and draft the specifications using technical expertise in the field; following the ethical requirements as set forth by the Firm’s professional liability insurer; and performing various other tasks as requested/needed. Candidate must be patent-bar qualified. Candidate preferably is a registered patent agent and has 2+ years of experience preparing and prosecuting patents. Candidate preferably has experience writing software, ideally in several layers of a software stack, or a degree in electrical engineering, computer science, computer engineering or a related field. Familiarity with applied mathematics, statistics, data science, machine learning, or natural language processing is helpful. Proficiency in written English is required. Successful candidate must have excellent attention to detail, strong interpersonal communication skills, be highly-motivated, business-minded, a team player, able to learn new technologies quickly, and have a strong ability to write well. Candidate must be able to effectively manage multiple matters simultaneously with various deadlines, and possess the technical and analytical skills necessary to conduct complex and detailed analysis of patent-related matters. Candidate must also possess the interpersonal skills necessary to communicate with a diverse group of attorneys, staff, and clients and provide information with courtesy and tact in person, electronically, and by phone. Pillsbury Winthrop Shaw Pittman LLP is an Equal Opportunity Employer."
3426,Machine Learning,Principal IoT Identity and Access Technologist,"In Arm’s IoT Strategy Group, we identify new business opportunities for advanced connected devices and develop them into phenomenal new products. One such opportunity involves automating trust relationships throughout the life of a device – from silicon through design, manufacturing, deployment, and management. We are looking for an authority on IoT device identity, access management, and trust to guide Arm’s business and technology strategy towards new products and services that improve the trustworthiness of IoT data while accelerating supply chain velocity. This requires building effective relationships with Arm customers and partners, aligning multiple Arm product teams around a common set of use-cases, and converging product architectures to ensure consistent solution design. The job also involves continuous analysis of complementary third-party solutions for potential business relationships. About the role Our IoT technologists are recognized authorities on a broad range of IoT technologies spanning security, networking, machine learning, and data science. Your knowledge of IoT security and identity extends our ability to deliver secure IoT data from silicon to cloud. You have industry-leading tools at your disposal. For devices, you build upon Arm's considerable investments in Platform Security Architecture (PSA). For services, you work directly with our Mbed Cloud team to ensure that billions of devices can connect automatically and produce trustworthy data. Because this is largely a greenfield opportunity, we expect considerable creativity, invention, leadership, and market awareness. What will I be Accountable for? You are Arm's focal point for device identity, trust, and access control technologies. You work across multiple teams to align use-case targets, architectural designs, and business assumptions. You continuously analyze the competitive landscape within your subject area and recommend appropriate product strategies. Based on this ongoing analysis, you help optimize Arm’s return on internal development through inputs to ""build vs. buy"" decisions. Directly engaging with partners and customers, you capture real-world use-case information and synthesize new concepts for product architectures and features. You are adept at maintaining deep customer partnerships spanning technical and business realms. You influence relevant industry standards organizations to increase conformance with our architectural direction and product strategies. You are a ""hands-on"" contributor, developing proof-of-concept solutions to illustrate new concepts and techniques. Job Requirements What skills, experience, and qualifications do I need? You have deep expertise working with IAM (identity and access management) technologies, standards, and products. You understand key IAM use-cases and workflows spanning multiple industries and platforms. You know how to build secure IoT platforms with strong identity and trustworthy software. You are familiar with commonly used techniques and protocols for performing remote attestation of device assets. Broad knowledge of cross-platform platform security architectures gives you the perspective to see how IoT devices fit within larger enterprise IT ecosystems. Expertise in “trusted computing” for high security applications gives you an advantage in crafting trustworthy IoT solutions. Although this is not a software engineering position, your strong technical background in programming and software design enables you to lead discussions with our senior-level architects and developers. Prior experience rapidly developing proof-of-concept and prototype solutions improves your ability to communicate new concepts. Familiarity with industry standards for trusted computing, IAM, certificate issuance, key exchange, and device bootstrapping improves our ability to engage and influence these organizations. Basic knowledge of supply chain optimization is helpful in crafting strategies for IoT device manufacturing and distribution. You are skilled at working across team boundaries to influence and align our business goals and technical architectures. Your personal history of innovation, invention, and creativity leads to success in this role. At Arm, we are proud to have core beliefs that reflect our open culture and guide our decisions. Our beliefs define how we work together, and how we evaluate you. Here is a preview: We, Not I: Take daily responsibility to make the Global Arm community thrive. Realize that we win when we collaborate — and that everyone misses out when we don’t. Passion for Progress: Difficult things can take unexpected directions; stick with it. The essence of progress is that it can’t stop; grow with it and lead your own progress. Be Your Brilliant Self: Be quirky not egocentric. Make trust our default position. LI-PW1"
